epci2020,Nom du groupement,dernier_jour,age_0,age_65,alerte_max_0,alerte_max_65
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-21,285.1,236.6,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-22,320.9,278.9,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-23,351.6,297.3,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-24,369.4,316.6,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-25,369.4,320,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-26,426.8,357,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-27,474.3,376,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-28,474.5,345.2,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-29,486.4,341.5,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-30,483.2,345.1,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-10-31,493.3,349.3,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-01,494.3,350.2,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-02,494.4,354.9,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-03,485.3,365.4,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-04,481.2,390,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-05,464.4,372.1,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-06,456.8,382.1,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-07,441.8,366.4,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-08,442,369,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-09,404.5,347.5,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-10,372,345.8,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-11,300.5,271.2,250,100
248300543,Métropole Toulon-Provence-Méditerranée,2020-11-12,286.7,263.5,250,100
