epci2020,Nom du groupement,dernier_jour,age_0,age_65,alerte_max_0,alerte_max_65
245400676,Métropole du Grand Nancy,2020-10-21,265.3,167.8,250,100
245400676,Métropole du Grand Nancy,2020-10-22,308.4,217.6,250,100
245400676,Métropole du Grand Nancy,2020-10-23,333.1,215.6,250,100
245400676,Métropole du Grand Nancy,2020-10-24,352.8,229.5,250,100
245400676,Métropole du Grand Nancy,2020-10-25,356.7,242.5,250,100
245400676,Métropole du Grand Nancy,2020-10-26,392.3,275,250,100
245400676,Métropole du Grand Nancy,2020-10-27,420.9,323.3,250,100
245400676,Métropole du Grand Nancy,2020-10-28,443.4,335,250,100
245400676,Métropole du Grand Nancy,2020-10-29,445.6,314.1,250,100
245400676,Métropole du Grand Nancy,2020-10-30,453.8,315.4,250,100
245400676,Métropole du Grand Nancy,2020-10-31,467.5,352.2,250,100
245400676,Métropole du Grand Nancy,2020-11-01,469.5,346.1,250,100
245400676,Métropole du Grand Nancy,2020-11-02,477.6,391.5,250,100
245400676,Métropole du Grand Nancy,2020-11-03,445.3,380.8,250,100
245400676,Métropole du Grand Nancy,2020-11-04,428.6,414,250,100
245400676,Métropole du Grand Nancy,2020-11-05,394.3,417.7,250,100
245400676,Métropole du Grand Nancy,2020-11-06,364.6,399.9,250,100
245400676,Métropole du Grand Nancy,2020-11-07,340.6,353.5,250,100
245400676,Métropole du Grand Nancy,2020-11-08,338.3,359.8,250,100
245400676,Métropole du Grand Nancy,2020-11-09,288.3,310.1,250,100
245400676,Métropole du Grand Nancy,2020-11-10,259.5,284.3,250,100
245400676,Métropole du Grand Nancy,2020-11-11,194.6,200.7,250,100
245400676,Métropole du Grand Nancy,2020-11-12,193.9,191.9,250,100
