epci2020,Nom du groupement,dernier_jour,age_0,age_65,alerte_max_0,alerte_max_65
200039865,Metz Métropole,2020-10-21,287.1,156.4,250,100
200039865,Metz Métropole,2020-10-22,343.4,223.2,250,100
200039865,Metz Métropole,2020-10-23,395.2,270.4,250,100
200039865,Metz Métropole,2020-10-24,415.5,273.1,250,100
200039865,Metz Métropole,2020-10-25,419.1,283.8,250,100
200039865,Metz Métropole,2020-10-26,463.8,307.1,250,100
200039865,Metz Métropole,2020-10-27,485.7,319.4,250,100
200039865,Metz Métropole,2020-10-28,497.8,362.9,250,100
200039865,Metz Métropole,2020-10-29,504.1,361.4,250,100
200039865,Metz Métropole,2020-10-30,509.1,405.1,250,100
200039865,Metz Métropole,2020-10-31,509.1,411.6,250,100
200039865,Metz Métropole,2020-11-01,508.4,402.8,250,100
200039865,Metz Métropole,2020-11-02,518.8,422.3,250,100
200039865,Metz Métropole,2020-11-03,532.8,480.5,250,100
200039865,Metz Métropole,2020-11-04,527.9,506.4,250,100
200039865,Metz Métropole,2020-11-05,495,464.5,250,100
200039865,Metz Métropole,2020-11-06,480.6,443.9,250,100
200039865,Metz Métropole,2020-11-07,464.8,441.6,250,100
200039865,Metz Métropole,2020-11-08,462.6,441.1,250,100
200039865,Metz Métropole,2020-11-09,422.6,403.2,250,100
200039865,Metz Métropole,2020-11-10,382.2,344.6,250,100
200039865,Metz Métropole,2020-11-11,297.6,260,250,100
200039865,Metz Métropole,2020-11-12,297.1,283.2,250,100
