epci2020,Nom du groupement,dernier_jour,age_0,age_65,alerte_max_0,alerte_max_65
200040715,Grenoble-Alpes-Métropole,2020-10-21,693.1,532.1,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-22,741.9,586.8,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-23,784.5,674.1,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-24,805.3,709,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-25,805.5,703,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-26,858.6,785.9,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-27,897,888.8,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-28,904.3,926.2,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-29,911.6,956.9,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-30,924.3,984.8,250,100
200040715,Grenoble-Alpes-Métropole,2020-10-31,924.5,986.1,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-01,922.8,984.9,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-02,922.3,948.2,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-03,926.2,909,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-04,942,908.5,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-05,927,872.6,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-06,905.6,838,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-07,893.3,839.1,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-08,891.2,832,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-09,834.6,795.5,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-10,770.2,748.5,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-11,609.1,609.1,250,100
200040715,Grenoble-Alpes-Métropole,2020-11-12,550,587.7,250,100
